,,,,Please ensure that you join our Slack group so that we can communicate with transcribers: ,,,,,,https://join.slack.com/t/codethecity/shared_invite/zt-ebfpmtdt-wMnHGebBCNJTCEInaYCwNw,,,,
e8583209-b908-4e7d-9872-7e3df1f0787e,26-Jun-1914,1695,Druid,British,Milligan,36,Grangemouth & Kirkwall,Coal & Goods,,,,Heather Black,Mollie Horne,
f04e0e81-c13f-4372-be03-d5a1241958a7,27-Jun-1914,1696,St Magnus,British,Leask,272,Kirkwall,Goods,Saturday 27th. Fine weather and smooth sea.,,,Heather Black,Mollie Horne,
57827320-ea19-48cd-8d70-a98f82f037c8,27-Jun-1914,1697,Princess Dagmar,British,Evans,361,Dundee,Goods,,,,Heather Black,Mollie Horne,
6cde9241-005e-4b9e-aec9-d29cfdca7957,27-Jun-1914,1698,Brenda,British,Mackenzie,50,North Sea,Cruising,,,,Heather Black,Mollie Horne,
e59fd647-1d2f-4c3c-b6c2-fb3a90dede5c,27-Jun-1914,1699,Bullman,British,Mackillop,183,Grangemouth,Light,,,,Heather Black,Mollie Horne,
9b6e63c0-b936-4808-8071-5d6fcdb1fc50,27-Jun-1914,1700,Douglas,British,Connolly,37,Stronsay,Fish Offal,,,,Heather Black,Mollie Horne,
8837033f-9c89-4d67-bbe7-ff24951a1fc4,27-Jun-1914,1701,Thrift,British,Mackay,208,Blyth,Coal,,,,Heather Black,Mollie Horne,
b99b0672-805c-436c-aa9a-438fb8117ef3,27-Jun-1914,1702,Redhall,British,Ross,353,Sheids,Coal,,,,Heather Black,Mollie Horne,
645d1f57-494a-4e8b-a0e8-a5614e21103c,27-Jun-1914,1703,Thoma II,British,Story,79,Holy Island,Cruising,,,,Heather Black,Mollie Horne,
d960ad9a-89fb-4179-9709-18595d044229,27-Jun-1914,1704,Spray II,British,Lawerance,580,Sunderland,Coal,,,,Heather Black,Mollie Horne,
fc984ceb-6018-415d-a685-bf168de944c7,27-Jun-1914,1705,Victor,British,Campbell,165,Goole,Coal,,,,Heather Black,Mollie Horne,
f7da76b6-37ef-40df-809d-a4463359959e,27-Jun-1914,1706,Ballochbuie,British,Falconer,395,Sunderland,Coal,,,,Heather Black,Mollie Horne,
b27d42d5-020d-4539-9418-dff19c922b37,27-Jun-1914,1707,St Clair,British,Burgess,349,Wick,Goods,,,,Heather Black,Mollie Horne,
db0ad00a-b49a-48b7-a307-0a15cb1fcee6,27-Jun-1914,1708,Utopia,British,Smith,64,Dundee,A Boiler,,,,Heather Black,Mollie Horne,
47738a87-28ff-42b1-a3f0-b0e33348b5d9,27-Jun-1914,1709,Earnholm,British,Macdonald,191,Leith,Goods,,,,Heather Black,Mollie Horne,
4a751c14-ccab-400c-8e20-c30931989fb5,28-Jun-1914,1710,St Margaret,British,MacKenzie,401,Leith,Goods,Sunday 28th. Fine weather throughout the day. Variable winds. ,,,Heather Black,Mollie Horne,
332286b1-72b6-4232-a306-547c220f7ce5,28-Jun-1914,1711,Whinhill,British,Allison,193,Granton,Coal,,,,Heather Black,Mollie Horne,
0e427ddb-39e6-4b61-a70f-374b92cba78a,28-Jun-1914,1712,Garmoyle,British,Watson,36,Grangmouth,Coal,,,,Heather Black,Mollie Horne,
a235ab1c-a622-4763-b149-79b26d3d224a,28-Jun-1914,1713,St Sunniva,British,Gray,363,Lerwick,Goods,,,,Heather Black,Mollie Horne,
85b0deca-6a3b-4f24-a6b5-a983aa5bc2ce,28-Jun-1914,1714,Princess Alberta,British,Cubbin,526,Liverpool,Goods,,,,Heather Black,Mollie Horne,
dc9d7a4b-5384-4add-a19a-1d71f343c64d,28-Jun-1914,1715,Sentinelle,French,Joel,(blank),North Sea,Cruising,,,F,Heather Black,Mollie Horne,
7427aed6-573c-44b2-af2b-be3a2045c492,28-Jun-1914,1716,Norwood,British,Clark,348,Hull,Goods,,,,Heather Black,Mollie Horne,
238950ba-8159-4e39-9885-d1ad47879104,28-Jun-1914,1717,Ferryhill,British,Barron,163,Lerwick,Light,,,,Heather Black,Mollie Horne,
4f9f6c55-b8cc-40d6-b306-d352481ef308,29-Jun-1914,1718,Hogarth,British,Ward,645,London,Goods,Monday 29th. Warm weather continues. ,,,Heather Black,Mollie Horne,
2771e6be-7f47-4bcd-9ed7-2a219f1807eb,29-Jun-1914,1719,St Ninian,British,Williamson,292,Leith,Goods,,,,Heather Black,Mollie Horne,
9c2dab3a-9413-42e9-aecd-d0f95236018b,30-Jun-1914,1920,St Clair,British,Burgess,349,Leith,Goods,Tuesday 30th. Fine weather very warm.,,,Heather Black,Mollie Horne,
d9fc7369-832f-4155-bcb9-208b91e65c8a,30-Jun-1914,1721,James Crombie,British,Darrock,263,Leith,Goods,,,,Heather Black,Mollie Horne,
1c497760-369a-4cdf-a52c-f341d4d9973a,30-Jun-1914,1722,Princess Victoria,British,Kinley,647,Liverpool,Goods,,,,Heather Black,Mollie Horne,
81a61932-666a-418e-973e-4d62e38d187c,30-Jun-1914,1723,Express,British,Heddle,89,Kirkwall,Goods,,,,Heather Black,Mollie Horne,
3c8949ab-fad8-4d40-841d-25b815101081,30-Jun-1914,1724,Slieve Bearnagh,British,Morrison,99,Dundee,Light,,,,Heather Black,Mollie Horne,
7554f659-8b57-472a-9bf0-d089fd802aee,30-Jun-1914,1725,Princess Melita,British,Corbett,453,Liverpool,Goods,,,,Heather Black,Mollie Horne,
e6e5f04a-4351-4de7-9a86-01bf079736e4,30-Jun-1914,1726,St Ronald,British,Scott,395,Kirkwall,Goods,,,,Heather Black,Mollie Horne,
68be4776-35a8-4180-a84a-cce38e198b0a,01-Jul-1914,1727,Ashdene,British,Willet,124,Buckie,Light,Wednesday 1st July. Wind variable not so warm today sea smooth. ,,,Heather Black,Mollie Horne,
bbb4e069-8b92-4547-854c-019f9800ce89,01-Jul-1914,1728,Earnholm,British,Macdonald,191,Leith,Goods,,,,Heather Black,Mollie Horne,
7e12c01a-c928-4039-a654-b0cb8a76869b,01-Jul-1914,1739,St Magnus,British,Leask,272,Leith,Goods,,,,Heather Black,Mollie Horne,
b5f0aac5-9023-47de-add9-3121a2a9e76d,01-Jul-1914,1730,Utopia,British,Smith,64,Kirkcaldy,Coal,,,,Heather Black,Mollie Horne,
9c09e197-b3e3-4357-a6e3-2e92672c3bb5,01-Jul-1914,1731,Whinhill,British,Allison,169,Newcastle,Coal,,,,Heather Black,Mollie Horne,
2c0419e6-7013-4c0a-8dac-314d90422d88,01-Jul-1914,1732,Aberdon,British,Ross,495,Seaham,Coal,,,,Heather Black,Mollie Horne,
8bff7daf-a3fa-46cb-bf57-fefb6d385f18,01-Jul-1914,1733,St Margaret,British,MacKenzie,401,Lerwick,Goods,,,,Heather Black,Mollie Horne,
d6980080-1dbd-4aa2-9b6f-d972dc7ccc78,01-Jul-1914,1734,Redhall,British,Ross,363,Blyth,Coal,,,,Heather Black,Mollie Horne,
70f90c22-4835-4f2b-befc-0c6d8360af68,01-Jul-1914,1735,Ferryhill,British,Barron,169,Lerwick,Light,,,,Heather Black,Mollie Horne,
6da357c3-543c-4fd1-bf35-7ddec9eeb440,01-Jul-1914,1736,Spray I,British,Alves,375,Goole,Coal,,,,Heather Black,Mollie Horne,
eb4d9ed5-b2e4-4a50-9808-3a8f18f16174,01-Jul-1914,1737,Spray II,British,Lawerance,580,Sunderland,Coal,,,,Heather Black,Mollie Horne,
1604b02d-6231-4cd3-82ec-327d03934ce5,01-Jul-1914,1738,Douglas,British,Connolly,37,Stronsay,Fish Guts,,,,Heather Black,Mollie Horne,
6625cfc9-9a3b-41fd-87ea-c3fe052f9375,01-Jul-1914,1739,Thrift,British,MacKay,208,Sunderland,Coal,,,,Heather Black,Mollie Horne,
7916d287-2dfe-44d6-81d2-29257b49c9ec,01-Jul-1914,1740,Slieve Bearnagh,British,Morrison,153,Coastwise,Passengers,,,,Mollie Horne,Kim Smith,
d649bb21-97fb-420f-9540-b2d96328addd,01-Jul-1914,1741,Tronda,Norwegian,Dyrasal,374,Trondheim,General,,F,,Mollie Horne,Kim Smith,
c8d9d556-ba32-4b6e-957c-158e559bba86,02-Jul-1914,1742,Carmoyle,British,Swanson,36,Leith,Coal,"Thursday 2nd. Wind variable, sea smooth. A thunderstorm passed over at noon accompanied by heavy rain.",,,Mollie Horne,Kim Smith,
3ec90e23-3d52-4767-aaa3-b585e74c003d,02-Jul-1914,1743,St Sunniva,British,Gray,363,Leith,Goods,,,,Mollie Horne,Kim Smith,
a92fd299-d9e4-4eae-8609-be07996137cc,02-Jul-1914,1744,Patunia,British,Hareus,1090,Riga,General,,BF,,Mollie Horne,Kim Smith,
76bdc874-013c-4398-aad1-e5367e9c0acb,02-Jul-1914,1745,Earl of Aberdeen,British,Dove,352,Newcastle,Goods,,,,Mollie Horne,Kim Smith,
ea8b00fc-2cbc-4d35-b8a9-40bf0e2444bd,02-Jul-1914,1746,St Clair,British,Burgess,349,Wick,Goods,,,,Mollie Horne,Kim Smith,
0febab67-0d33-4289-8c39-194e73f0441b,02-Jul-1914,1747,Prss Alberta,British,Cubbin,525,Dundee,Goods,,,,Mollie Horne,Kim Smith,
44fcb47c-3732-469e-b275-891edf751e46,02-Jul-1914,1748,Caledonia,Holland,Roose,452,Rotterdam,Goods,,F,,Mollie Horne,Kim Smith,
9bcf25bf-cc49-445c-a44f-155fff8fdda5,02-Jul-1914,1749,Goldseeker,British,Murray,65,North Sea,Cruising,,,,Mollie Horne,Kim Smith,
aec1e844-1ff2-47e8-b13d-e3a9cb727bbf,02-Jul-1914,1750,Utopia,British,Smith,64,Kirkcaldy,Coal,,,,Mollie Horne,Kim Smith,
e6c9f56d-1f27-4b7c-b0c6-08f403c1a21d,02-Jul-1914,1751,Briton,British,Ross,39,Peterhead,Light,,,,Mollie Horne,Kim Smith,
48b04ce0-815c-42bc-ab43-6d381e01ae57,02-Jul-1914,1752,Ballochbuie,British,Falconer,395,Sunderland,Coal,,,,Mollie Horne,Kim Smith,
35936122-f450-4658-a7af-ffede5529c46,02-Jul-1914,1753,S Bearnagh,British,Morrison,152,North Sea,Cruising,,,,Mollie Horne,Kim Smith,
14af74cd-dd2f-4f91-85f8-c9002afd0341,02-Jul-1914,1754,Firth,British,Wright,163,Granton,Coal,,,,Mollie Horne,Kim Smith,
36299722-ea75-4c5b-abb7-e51a254b2169,03-Jul-1914,1755,Dunleith,British,Auld,111,Sunderland,Coal,Friday 3rd. First part heavy rain latter fine. Sea smooth.,"SS Ferfield came in Bay @11.15AM. Pilot boarded arriving 22.3F and 22.7A. Tide very dull only 23.6 on index, left her until next tide.",,Mollie Horne,Kim Smith,
a34b307d-df59-44a3-915f-3486dcfbefde,03-Jul-1914,1756,Earnholm,British,Macdonald,191,Leith,Goods,,,,Mollie Horne,Kim Smith,
2ac83291-b17f-4397-b8f7-7ab0936db7ea,03-Jul-1914,1757,St Ronald,British,Scott,395,Leith,Goods,,,,Mollie Horne,Kim Smith,
01409127-0718-44a8-9cf1-b0fe943556f9,03-Jul-1914,1758,Glentilt,British,Alcock,397,Lysikil,General,,BF,,Mollie Horne,Kim Smith,
ec5d46e8-6e8a-42f7-8cc7-52eeb35eeb99,03-Jul-1914,1759,Gleanea Sail,British,Burgess,144,Wick,Fish Offal,,,,Mollie Horne,Kim Smith,
2b699d0a-2ee4-4f2c-8e7d-7be31e7f8e06,03-Jul-1914,1760,J Crombie,British,Darrock,263,Inverness,Goods,,,,Mollie Horne,Kim Smith,
9f3a5cea-779c-4f4f-85c4-211cc2e2952d,03-Jul-1914,1761,Aberdonian,British,Dowman,757,London,Goods,,,,Mollie Horne,Kim Smith,
5154659b-83dc-461a-86c6-8d0ff5819243,03-Jul-1914,1762,St Ninian,British,Williamson,292,Stromness,Goods,,,,Mollie Horne,Kim Smith,
03e77556-c2ec-457e-9777-35c25e8519a8,03-Jul-1914,1763,Luddick,British,Barron,184,Middlesboro,Goods,,,,Mollie Horne,Kim Smith,
c2856c81-ab48-41af-bd42-7dca547e348f,03-Jul-1914,1764,St Clair,British,Burgess,349,Leith,Goods,,,,Mollie Horne,Kim Smith,
f4d0ed8a-876a-4bad-a36c-2fdd1d5ef656,03-Jul-1914,1765,Alice Krohn,Norwegian,Kauslaud,388,Bordeaux,Hoops,,F,,Mollie Horne,Kim Smith,
e1dd6d49-6a1b-4ba9-b653-854fa27370c4,03-Jul-1914,1766,Tillycorthie,British,Soang,152,Seaham,Coal,,,,Mollie Horne,Kim Smith,
c6095c0e-4e75-492a-87d8-d6a54a1c89f5,03-Jul-1914,1767,St Magnus,British,Leask,272,Lerwick,Goods,,,,Mollie Horne,Kim Smith,
5ccfe88b-4ec5-4282-811b-14266abb3fd6,03-Jul-1914,1768,Whinhill,British,Allison,193,Granton,Coal,,,,Mollie Horne,Kim Smith,
0402c5b1-afac-4966-b920-c472eca5562d,03-Jul-1914,1769,Sintenelle,French,Joel,(blank),North Sea,Cruising,,F,,Mollie Horne,Kim Smith,
ffed4869-ff84-42b4-9eb0-d0f8aa52570c,04-Jul-1914,1770,Prss Caroline,British,Jones,361,Dundee,Goods,Saturday 4th. Beautiful weather and smooth sea. ,Docked SS Fernfield @9.30AM south index 23.10 1/2 heavy to flow 33.5x42x22.7A.,,Mollie Horne,Kim Smith,
6e35fcfc-845c-4d57-9c88-d7edd259c4da,04-Jul-1914,1771,Prss Malita,British,Corbett,453,Dundee,Goods,,,,Mollie Horne,Kim Smith,
3dd2f39c-e304-433a-8946-13fcfb160bc2,04-Jul-1914,1772,Fernfield,British,Squene,2025,Suaw,Esparto & Phosphate,,BF,,Mollie Horne,Kim Smith,
555667d8-ca77-45fc-b327-8c0a5bdbfd65,04-Jul-1914,1773,Watchful,British,Winter,188,Stronsay,Light,,,,Mollie Horne,Kim Smith,
51dae307-2ce6-44df-af18-c4035bd08dbc,04-Jul-1914,1174,Redhall,British,Ross,353,Shields,Coal,,,,Anne Clark,Mark Cullen,
776d574f-6655-463b-9f2c-16d8945e8973,04-Jul-1914,1175,Linnet,British,Cross,64,Grangemouth,Coal,,,,Anne Clark,Mark Cullen,
058c8117-a19a-4521-b870-5acf48642c45,04-Jul-1914,1176,Ariels,British,Tait,69,Lerwick,Manure,,,,Anne Clark,Mark Cullen,
e1b27542-a8be-4436-b6c3-cc0c8caf5650,04-Jul-1914,1177,Cossack,British,Wood,41,Grangemouth,Coal,,,,Anne Clark,Mark Cullen,
10bc21b6-db6c-4f94-99cd-70159273d8e5,04-Jul-1914,1178,Spray II,British,Lawerence,580,Sunderland,Coal,,,,Anne Clark,Mark Cullen,
23e4a2ea-3f5c-4705-a85e-07ebf8c5f4ef,04-Jul-1914,1179,St. Clair,British,Burgess,349,Wick,Goods,,,,Anne Clark,Mark Cullen,
7179c704-b86c-4301-aad9-cce4fb9e7f4c,04-Jul-1914,1180,S Bearnagh,British,Morrison,182,Coastwise,Passengers,,,? vessel,Anne Clark,Mark Cullen,
c8a29440-5020-4e69-aa3a-84f8455d331a,04-Jul-1914,1181,Utopia,British,Smith,64,Kirkcaldy,Coal,,,,Anne Clark,Mark Cullen,
a8b1d105-b7b9-4f5a-9227-be8af26aed29,04-Jul-1914,1182,Aberdon,British,Ross,495,Seaham,Coal,Sunday 5th. Fine weather and smooth sea,,,Anne Clark,Mark Cullen,
fe811075-c809-4787-a6e2-cf334d19668b,05-Jul-1914,1183,Thrift,British,Mackay,208,Blyth,Coal,,,,Anne Clark,Mark Cullen,
74e86756-d943-48c9-8420-de3f8f083280,05-Jul-1914,1184,Douglas,British,Connolly,37,Stronsay,Fish Offal,,,,Anne Clark,Mark Cullen,
48c0d9eb-8fa8-4974-a14b-69689a47dde3,05-Jul-1914,1185,Earnholm,British,Macdonald,191,Leith,Goods,,,,Anne Clark,Mark Cullen,
77b2d00a-4cb5-4f8e-8500-e4392f51b5c3,05-Jul-1914,1186,St. Margaret,British,Mackenzie,401,Leith,Goods,,,,Anne Clark,Mark Cullen,
306bb4d2-8157-4874-9797-e7d3576ccbf6,05-Jul-1914,1187,Advent,British,Cook,450,Sunderland,Coal,,,,Anne Clark,Mark Cullen,
a70fd883-e960-4b53-977d-37e856208813,05-Jul-1914,1188,Mascot,Norwegian,Linn,321,Drammen,General,,,,Anne Clark,Mark Cullen,
6065345b-9d9e-4db4-989a-ed91fe164f4a,05-Jul-1914,1189,St. Sunniva,British,Gray,363,Lerwick,Goods,,,,Anne Clark,Mark Cullen,
046bb6cd-0dd0-45e6-9956-98169fff5582,05-Jul-1914,1190,Sail Bertie,British,Dowell,78,Lerwick,Light,,,,Anne Clark,Mark Cullen,
68931c13-7145-472e-a717-33a5928a3dc9,05-Jul-1914,1191,S Bearnagh,British,Morrison,152,Coastwise,Passengers,,,"Pretty certain this vessel is a sail ship. It appears 3 times just carrying passengers ""coastwise"". I think the record keeper just put 'S' rather than the whole word 'Sail' to save time and ink.",Anne Clark,Mark Cullen,
63ca2be1-d4ef-40e5-bc5e-91d15b69800a,05-Jul-1914,1192,S Bearnagh,British,Morrison,152,Coastwise,Passengers,,,,Anne Clark,Mark Cullen,
edc5ba92-c585-489f-bf96-30da93b41f52,05-Jul-1914,1193,Norwood,British,Clark,348,Hull,Goods,,,,Anne Clark,Mark Cullen,
c30fa503-ac12-4988-914c-391a2ed154ac,05-Jul-1914,1195,S Bearnagh,British,Morrison,152,Coastwise,Passengers,,,,Anne Clark,Mark Cullen,
22de48c9-48f0-4706-ae98-679312487b36,05-Jul-1914,1194,Princess Maud,British,Mackenzie,503,Liverpool,Goods,,,,Anne Clark,Mark Cullen,
ee23e405-85cd-4e02-a687-831f0d058a28,05-Jul-1914,1196,Spray ,British,Alves,378,Sunderland,Coal,,,,Anne Clark,Mark Cullen,
221051be-06c2-4c8c-9e73-bb6fb72f3453,06-Jul-1914,1197,St. Ninian,British,Williamson,292,Leith,Goods,Monday 6th. First part heavy rain,,,Anne Clark,Mark Cullen,
d2d5e70a-1464-43a9-b1ce-88a0a6c96d90,06-Jul-1914,1198,Hogarth,British,Ward,642,London,Goods,,,,Anne Clark,Mark Cullen,
918318f9-5ad3-49a3-a970-b8ac863a12ae,06-Jul-1914,1199,Weardale,British,Foster,1749,Archangel,Pulpwood,,,,Anne Clark,Mark Cullen,
aba9cca4-08d4-4a5c-b3fa-ee209e6b437c,06-Jul-1914,1200,Rubislaw,British,Walker,480,Hamburg,Goods,,,,Anne Clark,Mark Cullen,
875bc97a-a2c5-4826-949f-2fe82f1f5bbc,06-Jul-1914,1201,Tartan,British,McKillam,36,Peterhead,Light,,,Tartan' looks okay. There is a 'Tartan listed built in Grimsby in 1912.,Anne Clark,Mark Cullen,
39022359-0e7f-4d54-84c1-b3ab52630ea6,06-Jul-1914,1202,St. Clair,British,Burgess,349,Leith,Goods,,,,Anne Clark,Mark Cullen,
a5b6ab43-3932-48c9-99b9-578fc378f250,07-Jul-1914,1203,Whinhill,British,Allison,193,Tyne,Coal,Tuesday 7th. Heavy rain throughout the day. Winds variable  sea smooth,,,Anne Clark,Mark Cullen,
4c10c448-c5a8-487d-a8d2-116f2527dd18,07-Jul-1914,1204,Briton,British,Ross,39,Grangemouth,Coal, ,,,Anne Clark,Mark Cullen,
e0234782-f9fd-4312-8790-7f759bf7f574,07-Jul-1914,1205,James Crombie,British,Darrock,263,Leith,Goods,,,,Anne Clark,Mark Cullen,
61c5dde4-bd62-4a31-a42d-ac78e01f01f4,07-Jul-1914,1206,Kennet,British,Ross,1037,Archangel via Dundee,General,,,,Anne Clark,Mark Cullen,
f01a83d2-40f9-4023-97b6-c7556065e8f1,07-Jul-1914,1207,Floosebridge,Swedish,Neilson,1133,Archangel,Timber,,,,Anne Clark,Mark Cullen,
9b28a61e-371d-43a8-8bd4-5490a93220cd,07-Jul-1914,1208,Andalusia,British,Anderson,104,Wick,Light WB,,,,Anne Clark,Mark Cullen,
96d840de-fa7a-427b-9327-a6f6aaab5157,07-Jul-1914,1209,Dunleith,British,Auld,111,Grangemouth,Coal,,,,Anne Clark,Mark Cullen,
ea6adbf2-5174-44bd-a93c-a29ec7a0df06,07-Jul-1914,1210,Princess Dagmar,British,Evans,316,Stornoway,Goods,,,,Anne Clark,Mark Cullen,
2dfc4635-1de0-4745-937f-5e009a4e85ac,07-Jul-1914,1211,St. Magnus,British,Leask,272,Leith,Goods,,,,Anne Clark,Mark Cullen,
2c36aca0-624d-4819-920a-4a3665d24f57,07-Jul-1914,1212,Express,British,Heddle,99,Kirkwall,Goods,,,,Anne Clark,Mark Cullen,
9da93983-c403-441b-b8d7-14c74b742c4d,07-Jul-1914,1213,St. Ronald,British,Scott,395,Kirkwall,Goods,,,,Anne Clark,Mark Cullen,
0e7564f4-6412-416b-9fcf-5b48c094aec5,08-Jul-1914,1214,Earnholm,British,Wilson,191,Leith,Goods,Wednesday 8th.Fog set in @ 2:50 a.m. and continued to 2:20 p.m. Remainder of day fine,,,Anne Clark,Mark Cullen,
8d4b2a40-f8c1-4d7a-b0de-c9143eaf08ea,08-Jul-1914,1215,Ballochbuie,British,Falconer,395,Sunderland,Coal,,,,Anne Clark,Mark Cullen,
e727c213-befc-4455-8532-dd179a7ee35f,08-Jul-1914,1216,Thrift,British,Mackay,208,Blyth,Coal,,,,Anne Clark,Mark Cullen,
174ed262-2bac-4ae6-bf8c-a3d596e56b63,08-Jul-1914,1217,St. Margaret ,British,Mackenzie,401,Lerwick,Goods,,,,Anne Clark,Mark Cullen,
786d7061-575f-4476-be1d-3c047896fef8,08-Jul-1914,1218,Spray II,British,Lawerence,580,Sunderland,Coal,,,,Anne Clark,Mark Cullen,
0c04895c-0ed0-4357-b0dd-40dff0c8e164,08-Jul-1914,1219,Day Craig,British,Flaws,127,Peterhead,Light,,,? vessel name,Anne Clark,Mark Cullen,
ed939659-1198-467d-b2a1-cd520ab75fd0,08-Jul-1914,1220,Earl of Aberdeen,British,Dove,352,Newcastle,Goods,,,,Anne Clark,Mark Cullen,
20d1a0de-aea7-446e-8e4b-bb69980fb11e,09-Jul-1914,1221,St. Sunniva,British,Johnston,363,Leith,Goods,Thursday 9th. Hazy weather throughout the day and smooth sea.,,,Anne Clark,Mark Cullen,
14320f6a-cbc2-4571-99dc-67aa2b9b625a,09-Jul-1914,1222,Sportsman,British,Cole,270,Shields,Coal,,,,Anne Clark,Mark Cullen,
0338bbfa-58fc-4a80-895e-944d13fa2f2a,09-Jul-1914,1223,Princess Maud,British,Mackenzie,525,Dundee,Goods,,,,Anne Clark,Mark Cullen,
f12a9495-2d11-45cd-82c7-58870776d92b,09-Jul-1914,1224,Dunleith,British,Auld,111,Leith,Coal,,,,Anne Clark,Mark Cullen,
1abad1d6-94f8-4ad2-85a3-35feb486ce04,09-Jul-1914,1225,St. Clair,British,Burgess,349,Wick,Goods,,,,Anne Clark,Mark Cullen,
4989fe85-703a-4204-b601-e166cff1365b,09-Jul-1914,1226,Whinhill,British,Allison,193,Bo'ness,Coal,,,,Anne Clark,Mark Cullen,
1e8f2ac6-0abe-4016-89b7-5987eec21c2f,09-Jul-1914,1227,Wm. Findlay,British,Fowler,14,Frasersboro,Towing,,,,Anne Clark,Mark Cullen,
dc07ac38-0d94-4c5d-9ab0-0eb983096ef9,09-Jul-1914,1228,Gowanlee FR105,British,blank,blank,Frasersboro,To Fit Out,,,,Anne Clark,Mark Cullen,
db35d1a1-b71c-4270-b0f9-bb95ead36cfa,09-Jul-1914,1229,Douglas,British,Connolly,37,Hull,Goods,,,,Anne Clark,Mark Cullen,
d0b29273-d6eb-405e-b635-447aaf22948a,09-Jul-1914,1230,Luddick,British,Barron,213,Hull,Goods,,,,Anne Clark,Mark Cullen,
375563c4-2abd-452b-a404-79d06179ab7b,10-Jul-1914,1231,Advent,British,Cook,430,Seaham,Coal,Friday 10th. Fine weather smooth sea,,,Anne Clark,Mark Cullen,
17fce5be-90f4-4455-bb93-441992d9f220,10-Jul-1914,1232,St. Ninian,British,Williamson,292,Stromness,Goods,,,,Anne Clark,Mark Cullen,
c4427838-b5ba-47b2-b28e-3ab18c4e4b1d,10-Jul-1914,1233,James Crombie,British,Darrock,253,Inverness,Goods,,,,Anne Clark,Mark Cullen,
1d1e0e9f-1bd6-491b-a320-73ba7a5e0a0a,10-Jul-1914,1234,Aberdonian,British,Dowman,757,London,Goods,,,,Anne Clark,Mark Cullen,
708588bf-e5a9-487b-b52b-26a210ac9206,10-Jul-1914,1235,Druid,British,Wilson,36,Bo'ness,Coal,,,,Anne Clark,Mark Cullen,
a17bda28-fa09-4e7a-9711-704ef0a64ee7,10-Jul-1914,1236,St. Ronald,British,Scott,395,Leith,Goods,,,,Anne Clark,Mark Cullen,
fa9ffef8-ae14-4b22-a5cd-10bc3aec6d6e,10-Jul-1914,1237,St. Clair,British,Burgess,349,Leith,Goods,,,,Anne Clark,Mark Cullen,
fecc9905-01dd-482e-b914-8570bd56e6ee,10-Jul-1914,1238,Princess Beatrice,British,Waterson,524,Dundee,Goods,,,,Anne Clark,Mark Cullen,
29f87da7-ecb1-4a09-b6db-3f645f3fd7bb,10-Jul-1914,1239,Granite City,British,Mutch,8,Findochty,Towing,,,,Anne Clark,Mark Cullen,
dbe6e6c1-d6e6-470e-a078-1db0ffb48ba6,10-Jul-1914,1240,Ala BK304,British,blank,blank,Findochty,To fit out,,,,Anne Clark,Mark Cullen,
70c561a7-40e5-47eb-a857-8021ec6bfc7d,10-Jul-1914,1241,Spray II,British,Alves,375,Sunderland,Coal,,,,Anne Clark,Mark Cullen,
2ea66253-d2ea-4aa1-9a41-55d850bb9bac,10-Jul-1914,1242,Briton,British,Ross,36,Grangemouth,Coal,,,,Anne Clark,Mollie Horne,
0c0ea5ca-b642-4217-8ba1-69a2c8017df9,10-Jul-1914,1241,Thrift,British,Mackay,208,Blyth,Coal,,,"Duplication in number range
1241 & 1242 repeated",Anne Clark,Mollie Horne,
0a64fbdf-1afb-4f72-b5a2-f1d02e13c496,11-Jul-1914,1242,St. Magnus,British,Leask,272,Kirkwall,Goods,"Saturday 11th. Fresh southerly wind and overcast.
Otherwise fine, sea smooth.",,,Anne Clark,Mollie Horne,
24cbc804-f4ab-4d53-b2df-fa16713fdcb5,11-Jul-1914,1243,Aberdon,British,Ross,495,Seaham,Coal,,,,Anne Clark,Mollie Horne,
b0ef87ce-bfbe-4540-9e21-4f8428adf60f,11-Jul-1914,1244,Princess Olga,British,MacLauchlin,416,Dundee,Goods,,,,Anne Clark,Mollie Horne,
0286a48b-f588-4df0-9d60-4f83737d0a7f,11-Jul-1914,1245,Embla,British,Johnston,726,Harnosand,Timber,,,,Anne Clark,Mollie Horne,
cbf3f516-baa9-4aed-9627-388b496df95b,11-Jul-1914,1246,Utopia,British,Smith,37,Kirkcaldy,Coal,,,,Anne Clark,Mollie Horne,
16f418b9-4c0f-429e-905c-8bb941a3420f,11-Jul-1914,1247,Spray II,British,Lawerance,580,Sunderland,Coal,,,,Anne Clark,Mollie Horne,
fc239de5-b46f-42e7-be0c-abe9c56410db,11-Jul-1914,1248,Inchcolm,British,Smith,36,Grangemouth,Coal,,,,Anne Clark,Mollie Horne,
0f53289d-a02d-46cf-a14a-96d25ff85917,11-Jul-1914,1249,H.S.M.S. Zictien,German,Povnow,(blank),North Sea,Cruising,,,,Anne Clark,Mollie Horne,
7fb89bec-af1d-47b1-b549-6c4d739c7f12,11-Jul-1914,1250,Ballochbuie,British,Falconer,395,Sunderland,Coal,,,,Anne Clark,Mollie Horne,
6d43d8f9-2053-4ac7-a9e3-f11f119d29e1,11-Jul-1914,1253,Redhall,British,Ross,345,Shields,Coal,,,Jump in Number range - 1251  & 1252 missing,Anne Clark,Mollie Horne,
5b5f90ba-85d4-424c-aa51-745df968f3e8,11-Jul-1914,1254,St. Clair,British,Burgess,349,Wick,Goods,,,,Anne Clark,Mollie Horne,
